title,creator,date,description,subject,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement,object_thumb,object_location,reference_url
"Abandoned Mine Drainage: An Epic Tale","","2010","","Mining; Pollution ","","","","","","pdf","pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/wpcamr_2010_abandoned_mine_drainage_an_epic_tale.th.jpg","http://localhost:4000/JRWA-Archive/objects/wpcamr_2010_abandoned_mine_drainage_an_epic_tale.pdf",/JRWA-Archive/items/other_mine_reports.html#other_mine_reports_003
"IMPACT ASSESSMENT OF METAL MINES IN BRITISH COLUMBIA: AN EVALUATION","Thomas Soehl","1993-07","","Mining; Regulation; Mine Development Assessment Process; Integrated Land Use; Water Quality Regulation; Wildlife Protection ","","","","","","pdf","pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/__soehl_t__1993_a_manuscript_report_prepared_for_cearc_en107_3_136_1993_eng.th.jpg","http://localhost:4000/JRWA-Archive/objects/__soehl_t__1993_a_manuscript_report_prepared_for_cearc_en107_3_136_1993_eng.pdf",/JRWA-Archive/items/other_mine_reports.html#other_mine_reports_004
"Digging Up a Legislative History Mining Law in British Columbia","","2018","","Research; Mining Law; ","","","","","","pdf","pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/_elc_2018_timeline_of_mining_law_in_bc.th.jpg","http://localhost:4000/JRWA-Archive/objects/_elc_2018_timeline_of_mining_law_in_bc.pdf",/JRWA-Archive/items/other_mine_reports.html#other_mine_reports_005
"B.C.’s top polluting and risky mines","","2023","","Mining; Pollution; Mining Sites","","","","","","report","application/pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/bcmlr_dirty_dozen_report_2023_web.th.jpg","http://localhost:4000/JRWA-Archive/objects/bcmlr_dirty_dozen_report_2023_web.pdf",/JRWA-Archive/items/other_mine_reports.html#other_mine_reports_006
"A Century of Discovery","Doug Donnelly","2012","","Mining; Mining Industry Publication","","","","","","Magazine","application/pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/century_of_discovery_original_res.th.jpg","http://localhost:4000/JRWA-Archive/objects/century_of_discovery_original_res.pdf",/JRWA-Archive/items/other_mine_reports.html#other_mine_reports_007
"Factual Record BC Mining Submission","","","","Mining; Mining Violations; Fisheries Act; Abandoned Mines","","","","","","pdf","application/pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/factual_record_bc_mining_submission_98_4_ffr_en.th.jpg","http://localhost:4000/JRWA-Archive/objects/factual_record_bc_mining_submission_98_4_ffr_en.pdf",/JRWA-Archive/items/other_mine_reports.html#other_mine_reports_008
"Report [submitted] to the Hon. leo T. Nimssick,Minister of Mines and Petroleum Resources ","J.E. McMynn","1975","","Mining; Book","","","","","","pdf","pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/je_mcmynn_1975_copper_task_force_report.th.jpg","http://localhost:4000/JRWA-Archive/objects/je_mcmynn_1975_copper_task_force_report.pdf",/JRWA-Archive/items/other_mine_reports.html#other_mine_reports_009
"A Review of the Report of the British Columbia Copper Task Force ","Lorne Sivertson","1975","","Mining; Book","","","","","","pdf","pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/le_siverton_1975_a_review_of_report_of_the_copper_taks_force.th.jpg","http://localhost:4000/JRWA-Archive/objects/le_siverton_1975_a_review_of_report_of_the_copper_taks_force.pdf",/JRWA-Archive/items/other_mine_reports.html#other_mine_reports_010
"Mining Teck Contaminated Site Reports","","","","Mining; Environmental Damages Fund; Fish Habitat Health; Spawning; Ecological Risk Assessment; Copper Sampling; Fish Population; Terrestrial Ecological Risks; Human health Risks; Regional Ecology","","","","","","record","","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/.th.jpg","",/JRWA-Archive/items/mining_teck_contaminated_site_reports.html
"Satellite Photo outline of Waste Rock Pile","","","","Mining; Teck; Contamination; ","","","","","","jpg","jpg","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/image003.th.jpg","http://localhost:4000/JRWA-Archive/objects/image003.jpg",/JRWA-Archive/items/mining_teck_contaminated_site_reports.html#mining_teck_contaminated_site_reports_001
"Waste Rock Pile","","","","Mining; Teck; Contamination; ","","","","","","jpg","jpg","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/image004.th.jpg","http://localhost:4000/JRWA-Archive/objects/image004.jpg",/JRWA-Archive/items/mining_teck_contaminated_site_reports.html#mining_teck_contaminated_site_reports_002
"Michelle Unger (Teck) Emails relating to contaminated site","Neil Nunn; Michelle Unger; Ken Farquharson","","","Mining; Teck; Contamination; Cover; ","","","","","","pdf","pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/june_5_2023_michelle_unger_email_re_jordan_river_progress.th.jpg","http://localhost:4000/JRWA-Archive/objects/june_5_2023_michelle_unger_email_re_jordan_river_progress.pdf",/JRWA-Archive/items/mining_teck_contaminated_site_reports.html#mining_teck_contaminated_site_reports_003
"Supplemental Stage 1 and Limited Stage 2 Preliminary Site Investigation and Preliminary Risk Opinion","Robin Westland et al.","2016-06-24","","Mining; Teck; Contamination; ","","","","","","pdf","pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/sunro_psi_final.th.jpg","http://localhost:4000/JRWA-Archive/objects/sunro_psi_final.pdf",/JRWA-Archive/items/mining_teck_contaminated_site_reports.html#mining_teck_contaminated_site_reports_004
"Q3/Q4 2018 Progress Report for Management of High Risk Conditions at the 5100 Portal Area of the former Sunro Mine, Jordan River BC","Michele Unger","2019-01-15","","Mining; Teck; Contamination; Ecological Risk Assessment; Copper Sampling; Fish Population; ","","","","","","pdf","pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/2019_jan_env_sunro_semi_annual_report_update.th.jpg","http://localhost:4000/JRWA-Archive/objects/2019_jan_env_sunro_semi_annual_report_update.pdf",/JRWA-Archive/items/mining_teck_contaminated_site_reports.html#mining_teck_contaminated_site_reports_005
"Q3/Q4 2019 Progress Report for Management of High-Risk Conditions at the 5100 Portal Area of the former Sunro Mine, Jordan River BC,","Michele Unger","2019-01-15","","Mining; Teck; Contamination; Waste Rock Piles; Remediation ","","","","","","pdf","pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/2020_01_15_env_sunro_semi_annual_report_update.th.jpg","http://localhost:4000/JRWA-Archive/objects/2020_01_15_env_sunro_semi_annual_report_update.pdf",/JRWA-Archive/items/mining_teck_contaminated_site_reports.html#mining_teck_contaminated_site_reports_006
"Summary of Remedial Options: North and South Waste Rock Piles","","2020-10-22","","Mining; Teck; Contamination; Waste Rock Piles; Sulphide Leaching; Erosion; Watershed; Management in Place; New Sunro Copper Ltd.; Remediation","","","","","","pdf","pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/2020_10_22_sunro_final_handout1.th.jpg","http://localhost:4000/JRWA-Archive/objects/2020_10_22_sunro_final_handout1.pdf",/JRWA-Archive/items/mining_teck_contaminated_site_reports.html#mining_teck_contaminated_site_reports_007
"Environmental Damages Fund Teck Coal Ltd. Penalty","","2022-10-31","","Mining; Teck; Contamination; Environmental Damages Fund; Fish Habitat Health; Spawning;  ","","","","","","pdf","pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/2022_engagement_session___teck_coal_edf_award___2022_31_10_final.th.jpg","http://localhost:4000/JRWA-Archive/objects/2022_engagement_session___teck_coal_edf_award___2022_31_10_final.pdf",/JRWA-Archive/items/mining_teck_contaminated_site_reports.html#mining_teck_contaminated_site_reports_008
"2024 Annual Progress Report for Management of High-Risk Conditions at the 5100 Portal Area of the former Sunro Mine, Jordan River BC","Michele Unger","2024-07-15","","Mining; Teck; Contamination; Waste Rock Piles; Remediation; Ecological Risk Assessment; Copper Sampling; Fish Population;  ","","","","","","pdf","pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/2024_07_15_env_sunro_annual_report.th.jpg","http://localhost:4000/JRWA-Archive/objects/2024_07_15_env_sunro_annual_report.pdf",/JRWA-Archive/items/mining_teck_contaminated_site_reports.html#mining_teck_contaminated_site_reports_009
"Contaminated Sites Services Application Form","Michele Unger","2024-07-15","","Mining; Teck; Contamination; ","","","","","","pdf","pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/2024_07_15_sun_16790_ccsaf.th.jpg","http://localhost:4000/JRWA-Archive/objects/2024_07_15_sun_16790_ccsaf.pdf",/JRWA-Archive/items/mining_teck_contaminated_site_reports.html#mining_teck_contaminated_site_reports_010
"Preliminary Terrestrial Risk Assessment","Lindsay Du Gas; Lindsay Woof","2024-06-05","","Mining; Teck; Contamination; Terrestrial Ecological Risks; Human health Risks; Regional Ecology","","","","","","pdf","pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/20240605_631848_rpt_sunro_swr_ptra_final.th.jpg","http://localhost:4000/JRWA-Archive/objects/20240605_631848_rpt_sunro_swr_ptra_final.pdf",/JRWA-Archive/items/mining_teck_contaminated_site_reports.html#mining_teck_contaminated_site_reports_012
"Teck Resources Limited","DEPARTMENT OF MINES AND TECHNICAL SURiee","2024-07-10","","Mining; Teck; Contamination; Water Quality; Water Quality Monitoring; Temporary Liner","","","","","","pdf","pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/20240710_697296_mem_water_sampling_final.th.jpg","http://localhost:4000/JRWA-Archive/objects/20240710_697296_mem_water_sampling_final.pdf",/JRWA-Archive/items/mining_teck_contaminated_site_reports.html#mining_teck_contaminated_site_reports_013
"Satellite Photo outline of Waste Rock Pile","","","","Mining; Teck; Contamination; ","","","","","","jpg","jpg","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/image002.th.jpg","http://localhost:4000/JRWA-Archive/objects/image002.png",/JRWA-Archive/items/mining_teck_contaminated_site_reports.html#mining_teck_contaminated_site_reports_014
"Salmon and Habitat Restoration","","","","Salmon; Restoration; Salmon Canning; Spawning; Side Channel Construction; Hydroelectric; B.C. Hydro; Spawning; Habitat Restoration; Dam Decommissioning; Dam Management; Stream networks; Map; Watershed; Fish Inventory; ","","","","","","record","","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/micfitzthesisfinal2015.th.jpg","",/JRWA-Archive/items/salmon_and_habitat_restoration.html
"The Rise and Demise of J.H. Todd and Sons, British Columbia’s Enduring Independent Salmon Canners ","Mickey Fitzgerald","2015","","Salmon; Salmon Canning; ","","","","","","pdf","pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/micfitzthesisfinal2015.th.jpg","http://localhost:4000/JRWA-Archive/objects/micfitzthesisfinal2015.pdf",/JRWA-Archive/items/salmon_and_habitat_restoration.html#salmon_and_habitat_restoration_001
"Early Attempts at Establishing Exclusive Rights in the British Columbia Salmon Fishery","Frank Millerd","2007","","Salmon; Resource Management; ","","","","","","png","png","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/millerd_2007_early_attemps_at_establising_exclusive_right_in_bc_salmon_fishery.th.jpg","http://localhost:4000/JRWA-Archive/objects/millerd_2007_early_attemps_at_establising_exclusive_right_in_bc_salmon_fishery.png",/JRWA-Archive/items/salmon_and_habitat_restoration.html#salmon_and_habitat_restoration_002
"Turning Points in the Development of the British Columbia Salmon Fishery","Frank Millerd","2007","","Salmon; Traps; Fishing Rights","","","","","","pdf","pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/millerd_turning_points.th.jpg","http://localhost:4000/JRWA-Archive/objects/millerd_turning_points.pdf",/JRWA-Archive/items/salmon_and_habitat_restoration.html#salmon_and_habitat_restoration_003
"Fisheries, Aquaculture, and Wild Salmon Branch Ministry of Water, Land, and Resource Stewardship: Provincial Update","","2023-11-14","","Salmon; Restoration; Indigenous Nations; Land Use; Biodiversity; Ecosystem; Watershed","","","","","","pdf","pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/provincial_update_wlrs%5B41847%5D.th.jpg","http://localhost:4000/JRWA-Archive/objects/provincial_update_wlrs%5B41847%5D.pdf",/JRWA-Archive/items/salmon_and_habitat_restoration.html#salmon_and_habitat_restoration_004
"Recent information on salmon stocks in British Columbia","W.E. Ricker and J.I. Manzer","1967-10","","Salmon; Restoration; Salmon Stock Assessment","","","","","","pdf","pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/ricker_1967_frbc_series_recent_info_on_salmon_stock_in_bc_.th.jpg","http://localhost:4000/JRWA-Archive/objects/ricker_1967_frbc_series_recent_info_on_salmon_stock_in_bc_.pdf",/JRWA-Archive/items/salmon_and_habitat_restoration.html#salmon_and_habitat_restoration_005
"Jordan River Historical Salmonid Survey","","2001-01","","Salmon; Restoration; Salmon Stock Assessment","","","","","","pdf","pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/rrl_2001_jordan_river_historical_salmonid_survey.th.jpg","http://localhost:4000/JRWA-Archive/objects/rrl_2001_jordan_river_historical_salmonid_survey.pdf",/JRWA-Archive/items/salmon_and_habitat_restoration.html#salmon_and_habitat_restoration_007
"Sand and Gravel Management and Fish-Habitat Protection in British Columbia Salmon and Steelhead Streams","Dr. Marvin L. Rosenau and Mark Angelo ","","","Salmon; Restoration; Spawning; Sediment; Sand; Gravel","","","","","","pdf","pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/sand_and_gravel.th.jpg","http://localhost:4000/JRWA-Archive/objects/sand_and_gravel.pdf",/JRWA-Archive/items/salmon_and_habitat_restoration.html#salmon_and_habitat_restoration_008
"Salmon and Interconnectedness","","","","Salmon; Restoration; First Nations; Indigenous Nations; Interconnectedness; Lifecycle","","","","","","pdf","pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/science_first_peoples_2020_teacher_resource_guide_unit_6_salmon.th.jpg","http://localhost:4000/JRWA-Archive/objects/science_first_peoples_2020_teacher_resource_guide_unit_6_salmon.pdf",/JRWA-Archive/items/salmon_and_habitat_restoration.html#salmon_and_habitat_restoration_009
"Report of the Fisheries Commissioner for British Columbia for the Year 1902","British Columbia Legislative Assembly","1903","","Salmon; Restoration; Fisheries","","","","","","png","png","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/screen_shot_2022_04_18_at_3_15_08_pm.th.jpg","http://localhost:4000/JRWA-Archive/objects/screen_shot_2022_04_18_at_3_15_08_pm.png",/JRWA-Archive/items/salmon_and_habitat_restoration.html#salmon_and_habitat_restoration_010
"Salmon hatcheries are no Silver Bullet for Rebuilding Fish Populations","","2020","","Salmon; Restoration; Fish Hatcheries; Habitat Restoration","","","","","","pdf","pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/young_2020_wild_works_best.th.jpg","http://localhost:4000/JRWA-Archive/objects/young_2020_wild_works_best.pdf",/JRWA-Archive/items/salmon_and_habitat_restoration.html#salmon_and_habitat_restoration_011
"FEASIBILITY FOR Side Channel DEVELOPMENT ON THE EAST SIDE OF REACH 1 OF THE JORDAN RIVER","D.W. Burt","2014-04-09","","Salmon; Restoration; Spawning; Side Channel Construction; Hydroelectric; B.C. Hydro","","","","","","pdf","pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/13_jor01_sidech_1406731211794_6730808870.th.jpg","http://localhost:4000/JRWA-Archive/objects/13_jor01_sidech_1406731211794_6730808870.pdf",/JRWA-Archive/items/salmon_and_habitat_restoration.html#salmon_and_habitat_restoration_012
"ASSESSMENT OF GRAVEL QUANTITY/QUALITY/STABILITY AND STRANDING RISKS IN REACH 1 OF THE JORDAN RIVER ","D.W. Burt","2014-05-13","","Salmon; Restoration; Spawning; Scouring; Hydroelectric; B.C. Hydro","","","","","","pdf","pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/13_jor02_spawning_1406731054501_6730808870.th.jpg","http://localhost:4000/JRWA-Archive/objects/13_jor02_spawning_1406731054501_6730808870.pdf",/JRWA-Archive/items/salmon_and_habitat_restoration.html#salmon_and_habitat_restoration_013
"Productivity (Recruits-per-Spawner) Data for Sockeye, Pink, and Chum Salmon from British Columbia ","A.D. Ogden, et. al","2015","","Salmon; Restoration; Technical Report","","","","","","pdf","pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/359366.th.jpg","http://localhost:4000/JRWA-Archive/objects/359366.pdf",/JRWA-Archive/items/salmon_and_habitat_restoration.html#salmon_and_habitat_restoration_014
